gene,pvalue,logFC
G6991,0.04102970150541274,0.3474768043723962
G111,0.041155643215999044,0.3298023767136017
G5869,0.041272807509981774,0.3495847395709013
G5188,0.041298710488324036,0.34802694376546434
G6489,0.0415157458226884,0.34416614689940617
G6101,0.041641904790220105,0.3634843841102459
G857,0.04216833880940986,0.3600397822462991
G7136,0.042205016109324305,0.34161585126840877
G3091,0.04222483107992787,0.3624150226878128
G2224,0.042279739500795124,-0.328257384128943
G3307,0.04234607438189297,-0.37132706679457417
G6917,0.04236822371577119,-0.365720678784498
G5583,0.04237819204660901,0.3474980289537838
G5041,0.04244008292317095,0.3601725979088678
G4373,0.04244093929083194,0.35533666170968603
G4480,0.04252625593709965,-0.3493223934969305
G6907,0.04263757394573564,-0.3658689260557697
G6164,0.04271372351445596,-0.35227423806799263
G4889,0.042828001459543484,-0.34255959563371136
G7247,0.04307926786392931,-0.32108185103101283
G5816,0.04311551864086896,-0.3453900946457753
G3502,0.04333896653225043,-0.3423959567829521
G3798,0.04354855599002923,0.3475401223215031
G792,0.04365407100221211,0.35219243136224376
G4180,0.044193254455114496,0.3347641896039928
G908,0.044454967391630185,0.3638672650741474
G1743,0.04449427130343114,0.36742098769220655
G4181,0.04455018008346598,0.3424247498783602
G3923,0.04468740512619525,-0.3314645474554199
G6525,0.044766221145445415,-0.3413500067611975
G889,0.044963268011292516,0.32675674591243015
G2604,0.045086430280157755,0.34162969007419886
G1768,0.04521748578504631,-0.33822897292725934
G6600,0.045235907893620114,-0.34114478852714963
G1030,0.04527090207316945,0.3305263197750887
G7140,0.045614312430215645,-0.33289003051620647
G1621,0.045661054436596606,-0.35161759395805303
G6660,0.04592598315029894,0.36097505896566384
G5309,0.046127722886992524,-0.33355792349331453
G7928,0.04626842556834466,-0.3613391542925499
G3171,0.04643749373534498,0.3398505889828328
G758,0.046478406212910654,-0.3360491492146505
G2361,0.0465214718305946,-0.33663376025367314
G5263,0.04653814892836054,-0.32531079017714215
G7239,0.04657249643200404,-0.33422549872022145
G5689,0.0465958093634641,-0.33781505598660266
G5750,0.046608315859577566,0.34390683971247793
G659,0.04662458127389122,-0.34747591022845664
G945,0.04674056909109465,0.35497140978127684
G6528,0.046778060959149284,-0.3480454117653871
G5844,0.04686371001342307,-0.30751112034156836
G267,0.04699175647049424,0.3530178921374663
G2878,0.047114390163409105,-0.3675311125676537
G3764,0.047252309737519496,-0.3533463069435609
G7377,0.047280989551259096,-0.3462458315036463
G4747,0.047283643484146744,-0.3470385670745167
G6664,0.047404023856795686,-0.34775500547923094
G6400,0.04753156193792642,-0.36600882427894477
G2772,0.047642161957013075,0.3359705607863145
G5998,0.047724435161199806,-0.34482145245614704
G5522,0.047866197596658326,-0.35849514446684627
G5656,0.048066714441917804,-0.33317176224120015
G2665,0.04828636696515123,0.34893760960503895
G7668,0.048399917212297076,-0.3353500089237217
G6319,0.0486765587542469,0.34017969402775783
G166,0.04867729253730622,0.36929697242427717
G357,0.04872459435468573,0.3411135597357391
G2711,0.048765181306936016,0.3347847690473532
G6672,0.048803409545586825,-0.34131076584050857
G2089,0.049107675946996915,0.3716850162242638
G2394,0.04949872491428421,0.3576165427792625
G2476,0.049567093804929165,0.346656559609772
G3640,0.04957222463658657,-0.3355962881185303
G4205,0.049815442443274294,0.35080624012966133
G5811,0.049880258899913946,-0.3357911158780814
G2267,0.049929501870503656,-0.3184466108432257
G1577,0.050096467011316856,0.33544750894493847
G3084,0.05019906408846613,0.34887239370392864
G6814,0.05037360604283982,-0.339820572271618
G5821,0.050452230111330904,0.30642601217291465
G5267,0.05048066626082717,-0.32994440125801244
G442,0.05062061728150173,-0.3335152246529346
G1791,0.051005088897425804,0.34027557316165935
G7630,0.05105392845109112,-0.3308730827222436
G5391,0.05105793538698394,0.32653909488779564
G620,0.0512680221351704,0.33678508450877775
G1932,0.05126822708322532,0.3312670171657274
G2114,0.05193262506548035,-0.34415546833576505
G4956,0.05215204554808713,-0.32796234301674204
G3692,0.052228930421873175,0.3345769423518248
G5306,0.05238512666548904,0.3388104757347539
G6673,0.0525046537781048,0.35477947185836195
G531,0.05253395086614888,-0.3381416609067192
G3389,0.05254210060765995,0.34202710801103076
G753,0.05268384820599963,0.32575228339188367
G5272,0.05270051190254344,0.34824103807896234
G186,0.05272744605870272,-0.3463075010874531
G1624,0.05281270764663164,0.31609376861080785
G156,0.052827333714077634,0.34860061361295047
G5694,0.05285662151522468,0.3445644845011942
G527,0.052901410770410495,0.3179033581133688
G5748,0.05313752909083351,0.36038722455678446
G3337,0.05314053601683963,-0.32496387941671534
G3407,0.05314621764727588,-0.331266534353973
G4188,0.05320843389377716,-0.33455240936925523
G5048,0.05324569591512798,-0.33868246947702485
G6407,0.0533934688842633,-0.33947068060572677
G7592,0.053419438133520326,-0.34368466015041566
G7803,0.053437398760466374,0.34645673132269916
G4214,0.053793477075398714,-0.32954829058910734
G5438,0.0540199438924827,0.32964182368969835
G6267,0.05404747021295676,0.33430541675223113
G3208,0.05410756133270685,0.33913444572797014
G6732,0.054125536794502146,-0.3203407711180014
G2904,0.054516227369698356,-0.34754798219195826
G4317,0.054580579741150506,-0.32546664978468726
G4268,0.05460637266310362,-0.3307627124535741
G4029,0.05462314638272721,-0.35355676015258747
G815,0.05465559792099238,-0.3451656169453182
G5197,0.05486819505594864,-0.3503999989019816
G2791,0.05505485985157703,0.327163606089325
G7846,0.055183182724025066,0.33195884831361405
G1262,0.05520640450232564,0.3264340477419805
G1727,0.05536497887494643,0.33008143232661746
G2200,0.0553672017032432,0.35505748800062975
G4146,0.05621926945576208,0.34091998113644373
G7502,0.0563514277355324,0.32072718078438817
G2300,0.05638683328739383,0.32043640767470233
G2156,0.05651337177754101,-0.3460673347790335
G6050,0.05666563460302142,-0.317892126058616
G6397,0.05689914481677226,0.34128375126876476
G4586,0.0570368469702424,-0.30513010282913455
G5584,0.057084924306627594,0.32112254207558666
G4565,0.057281505638142265,0.3005130148195072
G7503,0.05747538052113157,0.3265268396881623
G5448,0.05763799230460382,0.3314628029837772
G1328,0.05764327293961604,0.3225085130246944
G5312,0.05811260167064568,-0.3451759796486349
G3097,0.05813474773364354,0.34512963096059324
G469,0.05821367267097116,0.3357090704575431
G4627,0.05827942444490538,0.3212944183050067
G5282,0.058283032867091335,0.33598923822661486
G4978,0.058324157917235026,0.3367066743255409
G2810,0.05836543778144483,-0.3403501820798678
G1924,0.05837468218960347,0.31185155118326346
G5500,0.05849059021923646,0.3233887556776359
G1254,0.05857184772156806,0.34690455903350487
G5195,0.05872882803032671,0.30540620814644026
G7625,0.05881616123001756,0.34072950329747426
G4385,0.05882359112142799,-0.3291044787433349
G1948,0.05885529259343639,-0.32479909245002403
G1951,0.05889546428356031,0.3280588842119139
G3983,0.05896843129642053,0.3200470716631781
G1357,0.059004152965034286,-0.34501407363492004
G1945,0.0590967088177595,-0.33517183227818625
G4072,0.059351527391348295,0.30722909308934765
G3132,0.0594290808394938,-0.3199986971928032
G1446,0.05963867324910956,0.3305267554804915
G4281,0.059759804503159604,-0.3305803165110435
G5088,0.06005254506809835,-0.33724807810856927
G5843,0.0600821418255976,0.33134666717848693
G2669,0.06023623321260136,-0.32793483867566287
G3618,0.060283100549130574,0.31283284625197155
G7548,0.060295494442635676,-0.32447506474201326
G906,0.06070975728161177,-0.33401411882272997
G3999,0.06081809914696832,-0.3308541218919364
G1955,0.060969296386255034,0.31948753064365687
G5791,0.06100607281475147,0.3347375921334051
G24,0.06105144193490636,-0.32445245934265343
G3241,0.06105157744567377,0.3345044983287484
G1201,0.061280579905786926,-0.33441956906391657
G6648,0.06138220655471161,0.2955256516569962
G4526,0.06143565104290194,0.31577028905393234
G6980,0.06150465738988015,0.3196899367426243
G6874,0.061542447102996715,-0.331016713730263
G1440,0.06161051386542672,0.31249686479639366
G2056,0.061908198801663636,-0.3232477107207191
G726,0.06209475071701816,-0.30054332393858413
G5100,0.06214418936905361,-0.30836004399982053
G7760,0.062430655957503245,0.32212766773909124
G821,0.06249522785928167,-0.3197940646353796
G1229,0.06269471978715485,-0.32263350259573037
G6610,0.0627795205695223,0.3193998971052748
G7157,0.06290763468529632,-0.32431505893517176
G4882,0.06295834289618882,0.33588923989166497
G6839,0.06321817051619302,0.3039823964057707
G2681,0.06335577780873261,-0.29781592496098275
G5960,0.06345139767068976,0.32261052645394694
G420,0.06366545371964479,0.3051900830011352
G405,0.0636782888075553,0.32778725084281024
G1936,0.06373676348769783,0.33600487605338714
G2201,0.06386273422051535,-0.31970168749643724
G3777,0.0638767859001515,0.3159221450036109
G5453,0.06395707240910595,0.3379099826441357
G1452,0.06406463612920753,-0.31434760455713984
G6708,0.06406889345896842,-0.34602008027430564
G616,0.06422894321759423,0.31584673536561514
G2735,0.0642377780526763,0.30507248385704056
G3328,0.06424345803387212,-0.30780894981382145
G5892,0.06434332821517169,-0.33733126330440544
G5762,0.06447960975476924,-0.3152002948667686
G943,0.06450987828251828,-0.30218550418161827
G4605,0.06462566934166028,0.32160049551307146
G4231,0.06470743260929064,0.3225832394438516
G2405,0.06481068165791652,0.30161462778678483
G4964,0.06495262399485957,0.327077141539168
G5722,0.06496640192578503,0.30725251067686377
G4118,0.06506273262926944,0.31500168164156794
G3429,0.06545262996282347,-0.3026856493720439
G1750,0.06551047209551382,0.3446785826314772
G3793,0.06556400607801381,-0.3195499801085262
G3511,0.06567044767133003,-0.31748353176136856
G1804,0.06590138757864783,0.3104972964616274
G5979,0.06598158483592108,-0.31900789396274787
G3813,0.06608896526562406,-0.33246424989173606
G6774,0.06617995151271201,0.3015781617334187
